employeeSkillID;employeeID;skillID
15d845bf-c97d-464f-9e94-bc6118ee8ae1;7db85f34-010f-4807-ac39-6f3f63a2fb40;345d111a-f21d-4684-bbdc-1223c88f5af8
49fc5ab4-0805-460f-a6a8-af6e8090424e;7db85f34-010f-4807-ac39-6f3f63a2fb40;b85dffb1-6c2a-49b3-b35a-2f016545a025
33153988-af81-463e-8cc4-2780913e7803;7db85f34-010f-4807-ac39-6f3f63a2fb40;c816c1d6-78ba-4c2e-b077-d34377024400
526c4aba-d218-4d38-b570-27d1ee3187d2;7db85f34-010f-4807-ac39-6f3f63a2fb40;a67b9df1-23c8-4c64-8b08-b74e7a7bca08
86f57ccd-63d8-4bc2-ba92-91f576ac85f8;920e8dd0-1a7e-4f40-a5ee-89f8d2dd1a43;e50699fb-98cb-4a8a-9039-19f5f1ff0cc4
9bf0603a-93db-4002-863c-6f20245b6f13;920e8dd0-1a7e-4f40-a5ee-89f8d2dd1a43;f68eb781-3659-4d67-8c8c-af75ea7e565e
dd077564-82b2-4582-b133-2d77dcd624fc;920e8dd0-1a7e-4f40-a5ee-89f8d2dd1a43;99797ca5-e9a4-48d1-8079-c9b2d517067d
dac7b1bd-1cda-41ee-a219-536179c69342;920e8dd0-1a7e-4f40-a5ee-89f8d2dd1a43;6930b7c7-3cd9-42c6-8700-74478583661d
8543c4f9-5f2f-475e-adeb-9f10346a89d3;474090c4-63c4-4238-a92f-d4627e8631bc;40db9854-e185-4ff2-9be5-99e75ac6dbde
a701ed48-9ad5-48cc-b57b-b99822ff85f1;474090c4-63c4-4238-a92f-d4627e8631bc;014a8f40-1bb1-41d4-afdb-fdeeac69a5a7
9b9b9281-9cd3-495b-8a07-d28ecdce0cdb;474090c4-63c4-4238-a92f-d4627e8631bc;e83e5754-7067-4be0-a990-d9a7e24857f8
d38623c9-7d7a-4075-9b2c-c495cb43b136;474090c4-63c4-4238-a92f-d4627e8631bc;262c4611-f481-4f2e-8f23-a1cf1199f45c
b9f7c4d3-f1f1-4445-81ed-b3cd37ccdcaf;980fb7f5-b229-4837-8be4-dd5eeba496bb;d2e4f836-8c9f-4563-bda2-c9fb3c6068ee
bbfa6463-b1bf-4676-ac28-904aa8edc7e3;980fb7f5-b229-4837-8be4-dd5eeba496bb;30ef51ca-5ebd-49c6-9ac1-88fc600e1e65
375ec9e0-834d-4fd4-97c6-8275a3750e57;980fb7f5-b229-4837-8be4-dd5eeba496bb;c5b2a420-9a56-4988-a060-6120a5cb0e85
09a14140-b204-4667-9abe-4139b9a88551;a991c03e-34d4-4751-b684-bf882e1ee072;c5b2a420-9a56-4988-a060-6120a5cb0e85
2eed1cdd-d074-4d7a-88af-c5dd3f46a1d2;a991c03e-34d4-4751-b684-bf882e1ee072;b85dffb1-6c2a-49b3-b35a-2f016545a025
8b5f6fc4-c2d6-4b4b-bd16-937fe9efa89d;a991c03e-34d4-4751-b684-bf882e1ee072;389dba2f-af52-45b8-aeb3-d934cabc82d5
3aacf24e-514b-4577-bf49-626863881237;a991c03e-34d4-4751-b684-bf882e1ee072;c816c1d6-78ba-4c2e-b077-d34377024400
f236b2c1-6cbb-4d76-996c-e3190ba678fb;a991c03e-34d4-4751-b684-bf882e1ee072;87d65a17-6ed9-486b-9476-39182e6e1fe6
35ebe14d-77d7-48c6-a962-0e42954750c1;6208d622-1ee4-4228-b817-6ea3b8c42a40;26926ab2-660d-44a2-bca0-0ff4b38f4a02
7183ac21-773a-4602-8248-9d58d3f8a5a0;6208d622-1ee4-4228-b817-6ea3b8c42a40;17c5f19a-3a6a-4bdb-a613-69728c9d2c66
38dbedf8-ce99-4629-80c5-0c1bb10ac594;6208d622-1ee4-4228-b817-6ea3b8c42a40;e83e5754-7067-4be0-a990-d9a7e24857f8
644cd015-4497-42f6-81ab-f549e81951be;5a1ab311-9652-42f7-b473-58a8724b2800;8959e285-e472-4115-b4b2-53bd67f1b759
c19cd815-29d6-42f8-a63c-c03de60d0c4b;5a1ab311-9652-42f7-b473-58a8724b2800;7454e5f8-07dd-4e47-91fd-5ad62e92b19f
8af2020e-b000-4d6f-9788-10c12206c471;5a1ab311-9652-42f7-b473-58a8724b2800;99797ca5-e9a4-48d1-8079-c9b2d517067d
7ef01d36-db34-4979-9ee5-8a57ebf82995;5a1ab311-9652-42f7-b473-58a8724b2800;aaea50ad-a379-4463-8345-dddd4688a164
75b6bbb7-ec5a-436f-adc7-632438b33f8a;c724d17a-ab13-490a-b6f3-a0b1b3ec2bc8;6109cb49-88a6-45af-ba35-b518df0bf67f
f19c5e46-5257-4a91-8f92-fc3e844c9788;c724d17a-ab13-490a-b6f3-a0b1b3ec2bc8;c926b44e-af8e-4a39-b452-6f5ce297d1c4
a2633a4e-6d02-40ad-9582-363cae62a677;c724d17a-ab13-490a-b6f3-a0b1b3ec2bc8;8278c513-1f86-49a1-a864-f2708370c897
fcbfde6c-f1df-4dfe-9c4c-065e9fa674ef;5cf0e594-6fc5-4a60-88c8-07d4501e4d58;bb866a32-fda3-4296-b180-8ed118113349
619a3356-e530-4226-a8ea-eec0981f0504;5cf0e594-6fc5-4a60-88c8-07d4501e4d58;de9a6216-1087-47a3-ae2f-67ca73b7a818
993d3dc7-43fa-46c2-92cb-ac8e9c7166f5;b6b35f57-c110-42f7-ab6b-4c970fab1883;13f6cf82-2901-4ab8-bfd6-6ff9beb95b34
ef4e7c28-dc2e-4894-be6e-e2eec2d63236;b6b35f57-c110-42f7-ab6b-4c970fab1883;262c4611-f481-4f2e-8f23-a1cf1199f45c
b9393f61-b4df-42a5-9c80-e91733ce4e16;b6b35f57-c110-42f7-ab6b-4c970fab1883;e83e5754-7067-4be0-a990-d9a7e24857f8
457c2617-e4da-4ba3-bab0-749dc5b4fb15;b6b35f57-c110-42f7-ab6b-4c970fab1883;014a8f40-1bb1-41d4-afdb-fdeeac69a5a7
f9ff06e9-170d-490e-9f0a-94a877f4708c;b6b35f57-c110-42f7-ab6b-4c970fab1883;40db9854-e185-4ff2-9be5-99e75ac6dbde
f86ac006-8825-4f6a-9960-e4a0a6fec892;46db8dd6-5fe5-4edc-880e-cdbcf07672fe;3a925d80-2ae6-4c92-937f-7df049bac15e
70475f61-c6c8-4293-9c89-94d1b343a5c9;46db8dd6-5fe5-4edc-880e-cdbcf07672fe;c50b4c0d-fd0f-451d-b464-7d69ed420c78
b32750e8-e00f-480a-887f-32e906e5718d;46db8dd6-5fe5-4edc-880e-cdbcf07672fe;41005b26-d10f-43f2-aa8d-43a43d0e0b97
0ed30f69-ab2c-44dc-b22c-1740fc55b485;5275a53e-642d-4b8c-b198-0bbb65635d6c;87a0315c-a86c-4145-9d73-24fabba7dfd5
8a65023f-fb5e-4b95-994c-29cdf3310f85;5275a53e-642d-4b8c-b198-0bbb65635d6c;c41b53ab-9c31-45fc-bd03-8f622ccdd0d3
491e6f52-0b13-445a-b6ce-bbfb1cb3730c;5275a53e-642d-4b8c-b198-0bbb65635d6c;f9bdac1b-6fdd-4392-87db-438d2c41c2ed
39f31a23-a3f8-45b6-81cd-32b7b73666de;6918e17b-6f97-451b-9ba9-594f68bdce55;9a1b1369-5422-4deb-84ca-a08a960efedd
58a0ac5d-ff84-402f-bf43-d3725cec1880;6918e17b-6f97-451b-9ba9-594f68bdce55;a228ea35-f304-47e1-a1a3-b03a8f5f5bc5
e4f71479-aa18-4ed7-a44d-31df0577dabe;6918e17b-6f97-451b-9ba9-594f68bdce55;183fa263-3f46-414b-9ddd-4ca7b76c8aff
22f30ed1-764d-48c8-a3f1-bfad206ea7b1;6918e17b-6f97-451b-9ba9-594f68bdce55;8aa972d0-b3a0-418b-8ea4-99668e961432
5b8f4574-011b-4d4d-814b-1bb742dd0e83;f1d3ee28-ce53-42e2-a79d-6941c146db7b;e429a89a-6999-46eb-bf08-35f9421a3f04
5c6b45d1-61af-44b8-9d8a-065f456203a6;f1d3ee28-ce53-42e2-a79d-6941c146db7b;2849ce91-5638-41fe-baf1-789857bf715b
ad7a0f8a-cfb4-4df5-b026-341bb9b8bc9b;f1d3ee28-ce53-42e2-a79d-6941c146db7b;cb300265-3285-4b6f-8887-56f7c0b57a64
df78baa2-cbe5-4ab9-b9f6-cf78d0af24a1;7808c6e1-62da-4a48-83c0-8989a18050c5;f9bdac1b-6fdd-4392-87db-438d2c41c2ed
04725f77-01b1-44e4-ab4e-5f0db36507d9;7808c6e1-62da-4a48-83c0-8989a18050c5;e696df28-f121-411d-8cb6-45dbddfe5759
a248bc73-abd3-4cf7-969f-a5281b544146;7808c6e1-62da-4a48-83c0-8989a18050c5;737c1ccc-500c-44ce-9a70-f7648d5c370a
8e04dcff-7ee1-4a9e-8e55-7f171a310029;7808c6e1-62da-4a48-83c0-8989a18050c5;183fa263-3f46-414b-9ddd-4ca7b76c8aff